ID,SMILES
162,O[C@H]1[C@@H](O[C@@H]([C@H]1O)N2C3=C(C(NC(N)=N3)=O)[N+](CC4=CC=C(F)C=C4)=C2)COP(O)=O
163,O[C@H]1[C@@H](O[C@@H]([C@H]1O)N2C3=C(C(NC(N)=N3)=O)[N+](CC4=CC=C(F)C=C4)=C2)COS(=O)(O)=O
164,O[C@H]1[C@@H](O[C@@H]([C@H]1O)N2C3=C(C(NC(N)=N3)=O)[N+](CC4=CC=CC=C4)=C2)COS(=O)(O)=O
165,O[C@H]1[C@@H](O[C@@H]([C@H]1O)N2C3=C(C(NC(N)=N3)=O)N=C2)COS(=O)(O)=O
166,O=C1NC(N)=NC2=C1[N+](CC3=CC=C(F)C=C3)=CN2[C@H]4O[C@@H](COP(OP(O)(O)=O)(O)=O)[C@H](O)[C@@H]4O
167,O=C1NC(N)=NC2=C1[N+](CC3=CC=CC=C3)=CN2[C@H]4O[C@@H](COP(OP(O)(O)=O)(O)=O)[C@H](O)[C@@H]4O
168,O=C1NC(N)=NC2=C1N=CN2[C@H]3O[C@@H](COP(OP(O)(O)=O)(O)=O)[C@H](O)[C@@H]3O
169,O=C(N1CCNCC1)N2C(C3=CC=C(Cl)C=C3)C(C4=CC=C(Cl)C=C4)N=C2C5=CC=C(C(C)(C)C)C=C5OCC
170,O=C(N1CCNCC1)N2[C@H](C3=CC=C(Cl)C=C3)[C@H](C4=CC=C(Cl)C=C4)N=C2C5=CC=C(C(C)(C)C)C=C5OCC
171,O=C1N(CC=C)N(C2=NC(C(C)(O)C)=CC=C2)C3=NC(NC4=CC=C(N5CCN(C)CC5)C=C4)=NC=C31
172,O=C(C[C@@H](C[C@@H](CCN1C(C2=CC=C(F)C=C2)=C(C(C(NC3=CC=CC=C3)=O)=C1C(C)C)C4=CC=CC=C4)O)O)O
173,O=C(N)CCCN1N=C(C)C2=C(C)N(C3=CC=C(C)C=C3)N=C2C1=O
174,O=C(C1=CC(C2=NNC=C2)=C(N3C[C@H](O)CC3)N=C1)NC4=CC=C(OC(F)(Cl)F)C=C4
175,CN1CCN(CC1)CC2=CC=C(C=C2C(F)(F)F)NC(C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C=C3)C)=O
176,O=C(N1CCN(C2=NC(C)=NC(NC3=NC=C(/C=C/C4=CC=CC(C)=C4)S3)=C2)CC1)CCCC#C
177,O=C(NC)C1=CC=C(C)C(N2C(C)=CC(OCC3=CC=C(F)C=C3F)=C(Br)C2=O)=C1
178,O=C([C@@H]1N(CC2=CC=C(OCC3=C(C)C(C4=CC=CC=C4)=CC=C3)C(Br)=C2)CCCC1)O
179,O=C(C1N(CC2=CC(Cl)=C(OCC3=C(C)C(C4=CC=CC=C4)=CC=C3)C=C2OCC5=CC=CC(C#N)=C5)CCCC1)O
180,O=C(C1N(CC2=CC(Cl)=C(OCC3=CC=CC(C4=CC=C5OCCOC5=C4)=C3C)C=C2OCC6=CC=CC(C#N)=C6)CCCC1)O
181,OC1=CC=C(CN(C2=CC=C(OC)C(OC)=C2)C(O3)=O)C3=C1
182,C/C=C/C[C@H]([C@H]([C@H]1C(N[C@H](C(N(CC(N([C@H](C(N[C@H](C(N([C@H](C(N[C@H](C(N[C@@H](C(N([C@H](C(N([C@H](C(N([C@H](C(N1C)=O)C(C)C)C)=O)CC(C)C)C)=O)CC(C)C)C)=O)C)=O)C)=O)CC(C)C)C)=O)C(C)C)=O)CC(C)C)C)=O)C)=O)CC)=O)O)C
183,O=C(O)c1ccc(NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)cc1
184,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
185,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
186,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
187,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1
188,CC1(C)[C@H](NC(=O)c2cnn(CCO)c2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1
189,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(F)cc1
190,CCn1nc(C2CC2)cc1Nc1nc(C(=O)NC)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12
191,CNC(=O)c1ncc2c(n1)[nH]c1cc(-c3c(C)noc3C)c(OC)cc12
192,COCCn1cc(COc2cccc(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)c2)nn1
193,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12
194,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1
195,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCNCC1
196,CC(=O)Nc1ccc(OC[C@](C)(O)C(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1
197,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1
198,CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1
199,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1
200,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1
201,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1
202,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1
203,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
204,CN1C[C@@H](Nc2cnn(C)c(=O)c2Br)C[C@@H](c2ccccc2)C1
205,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1
206,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(N)c1
207,COc1cc2nccc(Nc3ccc4scnc4c3)c2cc1S(=O)(=O)C(C)(C)C
208,Cc1cc(NS(=O)(=O)c2ccccc2)c(Nc2ccc(I)cc2F)n(C)c1=O
209,COC(=O)CCCCC(=O)NCCN1C(=O)c2cccc3c(Sc4ccc(Br)cc4)ccc(c23)C1=O
210,CC(=O)CCNC1=C(C#N)C(=O)c2cccc3c(Sc4ccc(Br)cc4)ccc1c23
211,COc1cc(N2CCNCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
212,COc1cc(N2CCC(N)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
213,COc1cc(N2CCC(N3CCNCC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
214,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
215,CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1
